content,annotation__label__-,annotation__notes,annotation__points__x,annotation__points__y,annotation__imageWidth,annotation__imageHeight,extras
,,,0.593716143,0.292207792,,,
,Face,,0.195016251,0.159090909,1024,683,
,,,0.270855905,0.285714286,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/46aa15b1-ea35-4108-aa6d-8d8feefed39a___LGBTfamily_3.png,Face,,0.089514066,0.042704626,391,281,null
,,,0.363171355,0.658362989,,,
,Face,,0.421994885,0.15658363,391,281,
,,,0.641943734,0.551601423,,,
,Face,,0.680306905,0.153024911,391,281,
,,,0.997442455,0.676156584,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f914f46d-0fbd-4b42-9aed-7fa81be0b8ab___Lia_and_her_family.jpg.jpeg,Face,,0.276666667,0.13,300,200,null
,,,0.543333333,0.655,,,
,Face,,0.596666667,0.12,300,200,
,,,0.81,0.64,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2e0e2722-e21c-42aa-bb5d-95a0357eae1f___Lights-Camera-Scotch-12-of-the-Best-Scenes-with-Whiskey-in-Movies-featured.png,Face,,0.790769231,0.074285714,650,350,null
,,,0.989230769,0.577142857,,,
,Face,,0.370769231,0.074285714,650,350,
,,,0.592307692,0.502857143,,,
,Face,,0.153846154,0.151428571,650,350,
,,,0.290769231,0.368571429,,,
,Face,,0.013846154,0.091428571,650,350,
,,,0.112307692,0.331428571,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/22078a94-da09-4597-8163-7d2c87152d67___LIST-OF-ENLISH-MOVIES-THAT-SHOW-DIFFERENT-KINDS-OF-MENTOR.jpg.jpeg,Face,,0.023634882,0.246329527,1500,750,null
,,,0.098614507,0.383360522,,,
,Face,,0.177669112,0.088091354,1500,750,
,,,0.229013855,0.23817292,,,
,Face,,0.399348003,0.101141925,1500,750,
,,,0.528117359,0.432300163,,,
,Face,,0.758761206,0.079934747,1500,750,
,,,0.815810921,0.251223491,,,
,Face,,0.860635697,0.380097879,1500,750,
,,,0.902200489,0.471451876,,,
,Face,,0.969845151,0.230016313,1500,750,
,,,0.996740016,0.362153344,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6979e595-7837-4049-ad99-b768d1f5612c___MainBanner.jpg.jpeg,Face,,0.101818182,0.54,825,300,null
,,,0.175757576,0.756666667,,,
,Face,,0.223030303,0.136666667,825,300,
,,,0.294545455,0.386666667,,,
,Face,,0.287272727,0.503333333,825,300,
,,,0.36,0.726666667,,,
,Face,,0.475151515,0.43,825,300,
,,,0.552727273,0.653333333,,,
,Face,,0.607272727,0.46,825,300,
,,,0.671515152,0.683333333,,,
,Face,,0.68969697,0.423333333,825,300,
,,,0.770909091,0.646666667,,,
,Face,,0.626666667,0.153333333,825,300,
,,,0.700606061,0.35,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/855cd741-8d08-4655-8da0-0863b604b7d2___Marvel-Movies-Postcredits-Scenes.jpg.jpeg,Face,,0.400826446,0.134883721,1024,683,null
,,,0.511363636,0.325581395,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/39e6eb3f-9409-4d7d-ae1d-5a56f611c166___Master.jpg.jpeg,Face,,0.4275,0.776666667,800,600,null
,,,0.54375,0.936666667,,,
,Face,,0.7125,0.561666667,800,600,
,,,0.845,0.708333333,,,
,Face,,0.14875,0.336666667,800,600,
,,,0.245,0.466666667,,,
,Face,,0.785,0.343333333,800,600,
,,,0.8625,0.468333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/371257ab-c1d1-4474-89bc-1d7a307e322a___maxresdefault.jpg.jpeg,Face,,0.359413203,0.260869565,1280,720,null
,,,0.573757131,0.714492754,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1a99d09b-8511-4ec7-a1c8-6d97993092a7___maxresdefault0.jpg.jpeg,Face,,0.317848411,0.020289855,1280,720,null
,,,0.681336593,0.779710145,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6a81990c-af80-4f64-b101-fd5ea7c0ebb1___maxresdefault1.jpg.jpeg,Face,,0.211898941,0.163768116,1280,720,null
,,,0.577017115,0.826086957,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7e2bd072-2dd5-4549-adb7-f096ac2421b7___maxresdefault2.jpg.jpeg,Face,,0.228602384,0.142581888,1280,720,null
,,,0.361863489,0.408477842,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fd54439f-76f5-432e-8088-292d73ab2d2a___maxresdefault3.jpg.jpeg,Face,,0.303719008,0.148897059,1280,720,null
,,,0.484504132,0.588235294,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/38a1ec93-3ef5-42a3-b95a-8d5c276e42a4___maxresdefault4.jpg.jpeg,Face,,0.266528926,0.086397059,1280,720,null
,,,0.44214876,0.40625,,,
,Face,,0.509297521,0.178308824,1280,720,
,,,0.614669421,0.431985294,,,
,Face,,0.63946281,0.235294118,1280,720,
,,,0.82231405,0.555147059,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f6c949ff-a2a3-4c1c-942d-4faa7a3909a7___maxresdefault5.jpg.jpeg,Face,,0.203748981,0.30859375,1280,534,null
,,,0.295843521,0.47265625,,,
,Face,,0.305623472,0.34375,1280,534,
,,,0.419722901,0.603515625,,,
,Face,,0.524857376,0.19140625,1280,534,
,,,0.636511817,0.47265625,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/29f47fdd-79cb-4f97-b47b-5b1403c6454b___maxresdefault8.jpg.jpeg,Face,,0.166322314,0.233455882,1024,576,null
,,,0.315082645,0.487132353,,,
,Face,,0.504132231,0.294117647,1024,576,
,,,0.674586777,0.571691176,,,
,Face,,0.695247934,0.170955882,1024,576,
,,,0.97107438,0.529411765,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/97a3fa9d-ea11-44e5-b0ce-7aed7fa28c52___maxresdefault10.jpg.jpeg,Face,,0.588299025,0.277456647,1440,1080,null
,,,0.67063922,0.446531792,,,
,Face,,0.267605634,0.319364162,1440,1080,
,,,0.339111593,0.515895954,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fa47a05c-e4af-454f-9ef5-f70bd0e6070f___maxresdefault11.jpg.jpeg,Face,,0.442036836,0.458574181,1280,720,null
,,,0.562296858,0.687861272,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5174cebe-fed1-4da7-ad6a-fdefff3fb6da___maxresdefault12.jpg.jpeg,Face,,0.288190683,0.447013487,1280,720,null
,,,0.47020585,0.710982659,,,
,Face,,0.542795233,0.12716763,1280,720,
,,,0.719393283,0.529865125,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/01a9e16b-fa1e-49d2-b14e-6779f06daf48___maxresdefault13.jpg.jpeg,Face,,0.664256198,0.308823529,1280,720,null
,,,0.723140496,0.408088235,,,
,Face,,0.463842975,0.259191176,1280,720,
,,,0.513429752,0.375,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7c5eef67-e06b-47ad-a36a-227c4474f2a6___maxresdefault14.jpg.jpeg,Face,,0.08677686,0.094214876,1280,800,null
,,,0.210743802,0.312396694,,,
,Face,,0.306818182,0.211570248,1280,800,
,,,0.497933884,0.560330579,,,
,Face,,0.516528926,0.259504132,1280,800,
,,,0.664256198,0.553719008,,,
,Face,,0.680785124,0.112396694,1280,800,
,,,0.786157025,0.360330579,,,
,Face,,0.86053719,0.229752066,1280,800,
,,,0.983471074,0.469421488,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d87ff9eb-98df-487c-9a88-800f8f349952___maxresdefault15.jpg.jpeg,Face,,0.386782232,0.200385356,1280,720,null
,,,0.477789816,0.421965318,,,
,Face,,0.471289274,0.653179191,1280,720,
,,,0.574214518,0.828516378,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5c6e2b6d-92ac-4ec9-b70e-51aeeb454de3___maxresdefault16.jpg.jpeg,Face,,0.11053719,0.242647059,1280,720,null
,,,0.295454545,0.658088235,,,
,Face,,0.294421488,0.073529412,1280,720,
,,,0.48553719,0.511029412,,,
,Face,,0.465909091,0.294117647,1280,720,
,,,0.613636364,0.658088235,,,
,Face,,0.604338843,0.224264706,1280,720,
,,,0.686983471,0.487132353,,,
,Face,,0.724173554,0.481617647,1280,720,
,,,0.901859504,0.779411765,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8523efab-3b8a-47a2-8b44-26b200756d37___maxresdefault18.jpg.jpeg,Face,,0.171149144,0.107246377,1280,720,null
,,,0.30399348,0.465217391,,,
,Face,,0.484922575,0.271014493,1280,720,
,,,0.692746536,0.631884058,,,
,Face,,0.294213529,0.398550725,1280,720,
,,,0.387123064,0.679710145,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/48ba1096-054e-4f90-8312-319b69bb7779___maxresdefault19.jpg.jpeg,Face,,0.537897311,0.05942029,1280,720,null
,,,0.613691932,0.28115942,,,
,Face,,0.835370823,0.492753623,1280,720,
,,,0.990220049,0.733333333,,,
,Face,,0.185004075,0.502898551,1280,720,
,,,0.314588427,0.675362319,,,
,Face,,0.04808476,0.491304348,1280,720,
,,,0.160554197,0.74057971,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e3bcc19b-cb09-4df4-a546-3d7894e9829d___maxresdefault20.jpg.jpeg,Face,,0.525826446,0.220588235,1920,1080,null
,,,0.708677686,0.689338235,,,
,Face,,0.270661157,0.253676471,1920,1080,
,,,0.354338843,0.477941176,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df51ae92-80f7-488d-a6c3-a2a3e54622f3___maxresdefault21.jpg.jpeg,Face,,0.378114843,0.260115607,1280,720,null
,,,0.475622969,0.416184971,,,
,Face,,0.552546046,0.265895954,1280,720,
,,,0.679306609,0.472061657,,,
,Face,,0.169014085,0.398843931,1280,720,
,,,0.284940412,0.61849711,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/160e7a28-953a-4f7c-9c7b-51dbbbfbea4a___maxresdefault-43-500x510.jpg.jpeg,Face,,0.372,0.041176471,500,510,null
,,,0.578,0.264705882,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/82f0fd38-b5da-49ab-b827-ea522f16468e___migrant_family_borderpatrol.jpg.jpeg,Face,,0.3734375,0.172222222,640,360,null
,,,0.4765625,0.377777778,,,
,Face,,0.496875,0.191666667,640,360,
,,,0.5671875,0.333333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/400243ac-4f68-4d1a-8e88-5afd80a14878___military-families-575x385.jpg.jpeg,Face,,0.267826087,0.161038961,575,385,null
,,,0.410434783,0.407792208,,,
,Face,,0.59826087,0.314285714,575,385,
,,,0.735652174,0.52987013,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/10c51f63-3e94-42d2-a34e-f4e05adba687___militaryFamily.jpg.jpeg,Face,,0.227272727,0.168539326,2760,1015,null
,,,0.332644628,0.539325843,,,
,Face,,0.328512397,0.196629213,2760,1015,
,,,0.41322314,0.556179775,,,
,Face,,0.412190083,0.050561798,2760,1015,
,,,0.534090909,0.494382022,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a6aee30-dba5-47e6-8dff-b26ba10d500d___million-dollar-arm.jpg.jpeg,Face,,0.47037037,0.035,270,400,null
,,,0.766666667,0.3125,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b6ea0c49-a084-4548-8ec7-1987f3dbd66c___money.jpg.jpeg,Face,,0.170097508,0.128455285,2700,1800,null
,,,0.503791983,0.632520325,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3aaea7c4-f1e4-4c59-922e-280589918e5c___montcalm_for_families0.jpg.jpeg,Face,,0.005,0.14375,600,320,null
,,,0.21,0.63125,,,
,Face,,0.231666667,0.14375,600,320,
,,,0.396666667,0.55625,,,
,Face,,0.45,0.090625,600,320,
,,,0.666666667,0.56875,,,
,Face,,0.631666667,0.00625,600,320,
,,,0.893333333,0.521875,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/da544f4f-ceb2-4c00-bb8e-2db2e1b3536a___Most-Shocking-Movie-Scenes-2015.jpg.jpeg,Face,,0.038333333,0.056962025,600,316,null
,,,0.338333333,0.794303797,,,
,Face,,0.445,0.053797468,600,316,
,,,0.58,0.411392405,,,
,Face,,0.731666667,0.047468354,600,316,
,,,0.988333333,0.867088608,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b3ad3c61-6f74-42e7-aefe-78440d8ceffb___movie-scene-hd-desktop-wallpaper.jpg.jpeg,Face,,0.451787649,0.057803468,1920,1080,null
,,,0.54496208,0.225433526,,,
,Face,,0.706392199,0.136801541,1920,1080,
,,,0.802816901,0.275529865,,,
,Face,,0.216684724,0.298651252,1920,1080,
,,,0.291440953,0.431599229,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ff636c2e-8d88-45f4-8ab7-bc2c95d59d41___Movie-scenes.jpg.jpeg,Face,,0.552380952,0.018009479,630,1055,null
,,,0.69047619,0.104265403,,,
,Face,,0.244444444,0.260663507,630,1055,
,,,0.555555556,0.412322275,,,
,Face,,0.542857143,0.522274882,630,1055,
,,,0.701587302,0.621800948,,,
,Face,,0.285714286,0.788625592,630,1055,
,,,0.69047619,0.963981043,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b813cbc9-f571-42bb-b38e-922a3ee8ecbd___movie-scenes-locations-filmography-christopher-moloney-fb.jpg.jpeg,Face,,0.274106176,0.44742268,1500,788,null
,,,0.328277356,0.579381443,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/68a8ddf1-0b1f-463d-b8d0-5ea886037c58___Movies-ruined-by-behind-the-scenes-drama.jpg.jpeg,Face,,0.183098592,0.170995671,2000,1000,null
,,,0.255687974,0.307359307,,,
,Face,,0.477789816,0.073593074,2000,1000,
,,,0.531960997,0.194805195,,,
,Face,,0.788732394,0.138528139,2000,1000,
,,,0.854821235,0.30952381,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8152f0be-1367-495c-a23d-d4470a238c5a___mqdefault1.jpg.jpeg,Face,,0.284375,0.072222222,320,180,null
,,,0.540625,0.616666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/42bd59dd-0741-44d7-9280-8e342ce54983___Multigeneration_Family02.jpg.jpeg,Face,,0.143595041,0.283057851,1200,600,null
,,,0.313016529,0.716942149,,,
,Face,,0.247933884,0.107438017,1200,600,
,,,0.411157025,0.506198347,,,
,Face,,0.424586777,0.152892562,1200,600,
,,,0.642561983,0.861570248,,,
,Face,,0.667355372,0.121900826,1200,600,
,,,0.848140496,0.605371901,,,
,Face,,0.845041322,0.349173554,1200,600,
,,,0.998966942,0.995867769,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6c110535-9d3d-48d2-8025-d16847b37a95___multi-generational-asian-family.jpg.jpeg,Face,,0.070422535,0.144715447,2000,1333,null
,,,0.180931744,0.346341463,,,
,Face,,0.381365114,0.364227642,2000,1333,
,,,0.48212351,0.499186992,,,
,Face,,0.325027086,0.058536585,2000,1333,
,,,0.432286024,0.253658537,,,
,Face,,0.645720477,0.092682927,2000,1333,
,,,0.757313109,0.274796748,,,
,Face,,0.793066089,0.297560976,2000,1333,
,,,0.88624052,0.430894309,,,
,Face,,0.478873239,0.214634146,2000,1333,
,,,0.58071506,0.369105691,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c95e8958-43f9-445d-b9b4-bf0ac791a31c___MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE._V1._SY500.jpg.jpeg,Face,,0.175074184,0.33,337,500,null
,,,0.34421365,0.492,,,
,Face,,0.427299703,0.304,337,500,
,,,0.584569733,0.472,,,
,Face,,0.649851632,0.308,337,500,
,,,0.821958457,0.42,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/39d43f61-d95d-4033-8655-052da2e61c35___My-favourite-funny-movie-scene.jpg.jpeg,Face,,0.426716141,0.051593323,539,659,null
,,,0.781076067,0.403641882,,,
,Face,,0.20593692,0.53262519,539,659,
,,,0.584415584,0.86646434,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a8910d51-c2c1-4537-b4c4-3b96fc92d577___never20before20scene.jpg.jpeg,Face,,0.454545455,0.165714286,660,350,null
,,,0.745454545,0.742857143,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7c9d8f80-277f-4eb7-95bf-889cd039b31d___Newest2BAction2BMovies2B20172BFull2BMovie2BEnglish2BChinese2BMartial2BArts2BMovies2BFull2BEnglish2BSubtitles.jpg.jpeg,Face,,0.34375,0.313888889,480,360,null
,,,0.435416667,0.458333333,,,
,Face,,0.666666667,0.4,480,360,
,,,0.777083333,0.55,,,
,Face,,0.55,0.483333333,480,360,
,,,0.625,0.636111111,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/417499a6-f219-4678-bfc7-b7e02383c280___new-mom-boston-garden-happy-baby.jpg.jpeg,Face,,0.339111593,0.246753247,1000,667,null
,,,0.422535211,0.392857143,,,
,Face,,0.435536295,0.149350649,1000,667,
,,,0.539544962,0.306818182,,,
,Face,,0.581798483,0.405844156,1000,667,
,,,0.6468039,0.529220779,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f9ce834c-09a3-4335-a864-9e0af8db434a___o-BEST-NUDE-SCENES-facebook.jpg.jpeg,Face,,0.553629469,0.253246753,2000,1000,null
,,,0.69772481,0.621212121,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bc8ded5e-9ffa-4280-a643-7071197b089f___Oceans-Eleven.jpg.jpeg,Face,,0.780766096,0.154894672,1600,1053,null
,,,0.920945395,0.369268897,,,
,Face,,0.585167074,0.131350682,1600,1053,
,,,0.723716381,0.360594796,,,
,Face,,0.429502852,0.231722429,1600,1053,
,,,0.550122249,0.457249071,,,
,Face,,0.21597392,0.271375465,1600,1053,
,,,0.344743276,0.46716233,,,
,Face,,0.036674817,0.324659232,1600,1053,
,,,0.141809291,0.50929368,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/82a8a234-1525-4a9e-abbb-3528a57254e9___Our-Top-10-Hotels-for-Families-1.jpgextu003d.jpg.jpeg,Face,,0.295250321,0.269406393,779,438,null
,,,0.436456996,0.559360731,,,
,Face,,0.627727856,0.283105023,779,438,
,,,0.734274711,0.525114155,,,
,Face,,0.771501926,0.182648402,779,438,
,,,0.89987163,0.429223744,,,
,Face,,0.644415918,0.48173516,779,438,
,,,0.795892169,0.700913242,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8c86556e-fd21-4dd9-87dd-d4ace99a34bf___oz.jpg.jpeg,Face,,0.045,0.008333333,800,480,null
,,,0.165,0.322916667,,,
,Face,,0.2575,0.095833333,800,480,
,,,0.35,0.410416667,,,
,Face,,0.395,0.066666667,800,480,
,,,0.53375,0.3375,,,
,Face,,0.55625,0.23125,800,480,
,,,0.6525,0.520833333,,,
,Face,,0.72875,0.252083333,800,480,
,,,0.84875,0.597916667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/35151215-f74a-423e-b747-e22dcd968000___Oz-Great-and-Powerful.jpg.jpeg,Face,,0.473747017,0.367541766,838,419,null
,,,0.557279236,0.525059666,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d7dcfae1-aec1-4bae-960d-16f5549f5ba6___pantherposterhandsmain.jpg.jpeg,Face,,0.30255164,0.099166667,823,1200,null
,,,0.668286756,0.350833333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bb7e983d-dd62-4ff2-a0fe-3da387584079___Parenting-Adoption-TwoDads-Share1200.png,Face,,0.069274654,0.091614907,1600,840,null
,,,0.320293399,0.826086957,,,
,Face,,0.298288509,0.22515528,1600,840,
,,,0.483292584,0.815217391,,,
,Face,,0.491442543,0.214285714,1600,840,
,,,0.65199674,0.821428571,,,
,Face,,0.654441728,0.02484472,1600,840,
,,,0.962510187,0.614906832,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d84d675f-cff2-4932-b271-e45f4dafeb77___parents-and-three-kids.jpg.jpeg,Face,,0.133261105,0.327913279,1500,600,null
,,,0.245937161,0.642276423,,,
,Face,,0.616468039,0.265582656,1500,600,
,,,0.739978332,0.571815718,,,
,Face,,0.426868906,0.623306233,1500,600,
,,,0.540628386,0.89701897,,,
,Face,,0.800650054,0.387533875,1500,600,
,,,0.892741062,0.609756098,,,
,Face,,0.282773564,0.425474255,1500,600,
,,,0.396533044,0.718157182,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/19caa638-70c9-4d31-aeb3-c107e88ab1f9___Partnerships-with-Families.jpg.jpeg,Face,,0.264355363,0.32247557,994,330,null
,,,0.349945829,0.586319218,,,
,Face,,0.065005417,0.32247557,994,330,
,,,0.139761647,0.570032573,,,
,Face,,0.381365114,0.208469055,994,330,
,,,0.483206934,0.501628664,,,
,Face,,0.496208017,0.390879479,994,330,
,,,0.577464789,0.605863192,,,
,Face,,0.575297941,0.371335505,994,330,
,,,0.650054171,0.641693811,,,
,Face,,0.865655471,0.2247557,994,330,
,,,0.936078007,0.517915309,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/54978408-9f53-4f77-9971-534c6f39747a___patients-and-families.jpg.jpeg,Face,,0.23797881,0.156626506,1440,584,null
,,,0.513447433,0.855421687,,,
,Face,,0.551752241,0.084337349,1440,584,
,,,0.766911165,0.726907631,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/808a0336-9ada-47f4-ab8d-9f95bf82675d___Percy-Jackson-Sea-of-Monsters-Aunt-Heather-Piper.jpg.jpeg,Face,,0.316359697,0.188505747,1000,1413,null
,,,0.385698808,0.232183908,,,
,Face,,0.476706392,0.167816092,1000,1413,
,,,0.555796316,0.229118774,,,
,Face,,0.685807151,0.185440613,1000,1413,
,,,0.737811484,0.242911877,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3522090b-9521-40bf-bb6b-117c80110088___photo_07_hires.jpg.jpeg,Face,,0.424285714,0.146236559,700,465,null
,,,0.651428571,0.496774194,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e7b4502f-cc1b-4c19-a486-47d33b30daab___photo4.jpg.jpeg,Face,,0.433333333,0.091666667,480,360,null
,,,0.585416667,0.358333333,,,
,Face,,0.185416667,0.4,480,360,
,,,0.345833333,0.611111111,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c96d76dc-93ee-431d-8bfa-66904fe3560f___photodune-328999-family-relaxing-in-garden-s-1-845x632.jpg.jpeg,Face,,0.007100592,0.181962025,845,632,null
,,,0.186982249,0.46835443,,,
,Face,,0.203550296,0.066455696,845,632,
,,,0.383431953,0.368670886,,,
,Face,,0.484023669,0.096518987,845,632,
,,,0.640236686,0.378164557,,,
,Face,,0.687573964,0.112341772,845,632,
,,,0.872189349,0.40664557,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfa1e03f-61d2-43a5-a95b-51a3bd9f37d2___photography-by-brea-cleveland-children-families-1-43.jpg.jpeg,Face,,0.332611051,0.232142857,959,640,null
,,,0.492957746,0.467532468,,,
,Face,,0.578548212,0.282467532,959,640,
,,,0.70964247,0.48538961,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e9dda8d8-5244-4f39-96df-f66dfb0f6a61___photoshop_movies_01a.jpg.jpeg,Face,,0.3425,0.1,400,260,null
,,,0.51,0.369230769,,,
,Face,,0.1175,0.123076923,400,260,
,,,0.26,0.365384615,,,
,Face,,0.7225,0.146153846,400,260,
,,,0.865,0.423076923,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2a11cfa2-2f26-432a-8d9c-6e844ee8256c___photoshop_movies_03-s600x397-11678.jpg.jpeg,Face,,0.503333333,0.191435768,600,397,null
,,,0.718333333,0.591939547,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ed46c8ba-137d-470a-b73e-95a9dbe6f1f5___pict-1024x678.jpg.jpeg,Face,,0.217768147,0.225859247,1024,678,null
,,,0.280606717,0.306055646,,,
,Face,,0.265438787,0.363338789,1024,678,
,,,0.328277356,0.453355155,,,
,Face,,0.314192849,0.520458265,1024,678,
,,,0.38028169,0.600654664,,,
,Face,,0.340195016,0.304418985,1024,678,
,,,0.397616468,0.379705401,,,
,Face,,0.521126761,0.409165303,1024,678,
,,,0.576381365,0.494271686,,,
,Face,,0.41603467,0.441898527,1024,678,
,,,0.475622969,0.522094926,,,
,Face,,0.3531961,0.150572831,1024,678,
,,,0.412784399,0.237315876,,,
,Face,,0.486457205,0.171849427,1024,678,
,,,0.549295775,0.25695581,,,
,Face,,0.442036836,0.276595745,1024,678,
,,,0.501625135,0.361702128,,,
,Face,,0.557963164,0.271685761,1024,678,
,,,0.613217768,0.35188216,,,
,Face,,0.603466956,0.153846154,1024,678,
,,,0.653304442,0.238952537,,,
,Face,,0.665222102,0.240589198,1024,678,
,,,0.716143012,0.312602291,,,
,Face,,0.6468039,0.396072013,1024,678,
,,,0.708559047,0.476268412,,,
,Face,,0.803900325,0.371522095,1024,678,
,,,0.867822319,0.47299509,,,
,Face,,0.724810401,0.147299509,1024,678,
,,,0.780065005,0.227495908,,,
